step,node_id,base_weight,is_selected,action_taken,correlated_action_taken,num_selected_neighbors,weights_of_selected_neighbors,corrs_with_selected_neighbors,max_corr_to_selected_neighbor,weight_of_highest_corr_neighbor,logical_outcome,corr_logical_outcome
15988,25,5.2083592,1.0,-0.36860645,-0.5440103,1,[np.float32(4.5525913)],[np.float32(0.099425495)],0.099425495,4.5525913,fixed,fixed
15988,27,4.8111362,0.0,-0.31066102,-0.3780674,3,"[np.float32(5.2083592), np.float32(4.5525913), np.float32(4.951692)]","[np.float32(0.0338484), np.float32(0.049403396), np.float32(0.028111102)]",0.049403396,7.5358305,fixed,fixed
15988,28,6.842684,0.0,-0.422853,-0.49927455,1,[np.float32(4.5525913)],[np.float32(0.036879055)],0.036879055,4.8111362,fixed,fixed
15988,30,4.5525913,1.0,-0.30416444,-0.55884635,1,[np.float32(5.2083592)],[np.float32(0.099425495)],0.099425495,6.214031,fixed,fixed
15988,31,8.228977,0.0,-0.518608,-0.77653325,1,[np.float32(4.5525913)],[np.float32(0.078724585)],0.078724585,4.8111362,fixed,fixed
15988,43,6.088874,0.0,-0.38394466,-0.9247209,1,[np.float32(6.842684)],[np.float32(0.12746923)],0.12746923,6.7248263,fixed,fixed
15988,48,4.5525913,0.0,-0.27687687,-0.29352993,1,[np.float32(5.0934668)],[np.float32(0.025679354)],0.025679354,6.088874,fixed,fixed
15988,51,6.088874,0.0,-0.38410726,-0.4576625,1,[np.float32(5.0934668)],[np.float32(0.03232453)],0.03232453,6.7248263,fixed,fixed
15988,55,5.2083592,0.0,-0.3168646,-0.63137174,1,[np.float32(4.951692)],[np.float32(0.12398622)],0.12398622,4.951692,fixed,fixed
15988,57,4.45615,0.0,-0.26901177,-0.39150366,1,[np.float32(4.951692)],[np.float32(0.050913606)],0.050913606,6.7248263,fixed,fixed
15988,58,6.842684,0.0,-0.423288,-0.57966864,1,[np.float32(4.951692)],[np.float32(0.046202783)],0.046202783,6.088874,fixed,fixed
15988,61,8.228977,0.0,-0.52259487,-0.8569273,1,[np.float32(4.951692)],[np.float32(0.096448004)],0.096448004,4.951692,fixed,fixed
15988,75,5.0934668,0.0,-0.35588983,-0.5496383,1,[np.float32(5.0934668)],[np.float32(0.08184193)],0.08184193,6.5241694,fixed,fixed
15988,96,7.5358305,0.0,-0.46472567,-0.7470538,1,[np.float32(5.0934668)],[np.float32(0.07239285)],0.07239285,7.5358305,fixed,fixed
15988,97,6.214031,0.0,-0.37533525,-0.84472907,1,[np.float32(5.0934668)],[np.float32(0.20743524)],0.20743524,5.0934668,fixed,fixed
15988,99,6.214031,0.0,-0.37430143,-0.853731,1,[np.float32(7.5358305)],[np.float32(0.06367433)],0.06367433,4.5525913,fixed,fixed
15988,100,8.228977,0.0,-0.52178216,-1.2567202,1,[np.float32(7.5358305)],[np.float32(0.17652911)],0.17652911,7.5358305,fixed,fixed
15988,101,6.842684,0.0,-0.4301896,-1.148921,1,[np.float32(7.5358305)],[np.float32(0.17628156)],0.17628156,7.5358305,fixed,fixed
15988,103,7.1303654,0.0,-0.45542443,-0.8090847,1,[np.float32(5.0934668)],[np.float32(0.11897195)],0.11897195,5.0934668,fixed,fixed
15988,104,5.5545464,0.0,-0.36283556,-0.350797,1,[np.float32(5.0934668)],[np.float32(0.022772891)],0.022772891,8.228977,fixed,fixed
15988,105,6.088874,0.0,-0.38614655,-0.60078645,1,[np.float32(5.0934668)],[np.float32(0.06837011)],0.06837011,4.5525913,fixed,fixed
15988,107,5.284512,0.0,-0.34697723,-0.43991408,1,[np.float32(5.0934668)],[np.float32(0.04278246)],0.04278246,6.088874,fixed,fixed
15988,120,5.0934668,0.0,-0.34406027,-0.29064113,1,[np.float32(4.5525913)],[np.float32(0.025679354)],0.025679354,6.7248263,fixed,fixed
15988,126,7.5358305,0.0,-0.5086606,-1.1180909,1,[np.float32(7.5358305)],[np.float32(0.12459149)],0.12459149,7.5358305,fixed,fixed
15988,129,5.877573,0.0,-0.40102717,-0.7864393,1,[np.float32(7.5358305)],[np.float32(0.053509373)],0.053509373,6.7248263,fixed,fixed
15988,130,5.4253707,0.0,-0.36216196,-0.54367757,1,[np.float32(6.842684)],[np.float32(0.028767666)],0.028767666,7.5358305,fixed,fixed
15988,131,7.5358305,0.0,-0.51508576,-1.1181976,1,[np.float32(6.842684)],[np.float32(0.17628156)],0.17628156,6.842684,fixed,fixed
15988,135,5.877573,0.0,-0.3855372,-0.41540232,1,[np.float32(5.0934668)],[np.float32(0.028311158)],0.028311158,6.7248263,fixed,fixed
15988,139,6.214031,0.0,-0.41836023,-0.7625388,1,[np.float32(4.5525913)],[np.float32(0.18643393)],0.18643393,4.5525913,fixed,fixed
